,DOEID,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,MONEYPY,TOTALBTU,TOTALDOL
420,100421,1,43,1,3,0,2,2,0,15,31696.77,1956.36
421,100422,1,73,3,5,0,1,1,0,14,50565.28,1790.22
422,100423,2,69,3,2,0,4,2,0,7,16062.98,1394.78
423,100424,2,73,3,5,0,1,2,0,16,119094.68,3244.25
424,100425,1,46,3,2,0,1,2,1,7,72045.91,2519.4
425,100426,2,69,3,2,0,1,1,0,5,25992.79,1212.4
426,100427,2,49,4,3,0,1,1,0,3,24273.82,413.33
427,100428,2,64,3,5,0,1,2,0,14,65799.19,1835.7
428,100429,1,37,1,5,0,1,3,1,16,40718.7,969.51
429,100430,1,49,1,4,0,1,2,1,16,190004.13,2736.48
430,100431,2,30,2,2,0,2,1,0,5,70283.91,2599.76
431,100432,1,65,2,3,0,1,1,0,9,74755.02,1325.45
432,100433,1,62,1,3,0,1,2,0,16,89338.83,2140.96
433,100434,1,74,3,3,0,1,2,0,8,13968.07,808.59
434,100435,2,79,3,3,0,1,2,0,15,102818.79,1646.66
435,100436,1,38,1,4,0,1,3,1,15,59655.81,1157.26
436,100437,1,42,1,5,0,1,2,0,16,123774.54,2622.06
437,100438,2,50,1,3,0,1,2,0,15,90681.81,2221.84
438,100439,2,57,1,3,0,1,2,0,14,47554.8,1690.76
439,100440,2,65,1,2,0,1,2,0,14,135655.88,4053.22
440,100441,1,87,3,3,0,1,1,0,16,126242.88,1644.07
441,100442,2,43,1,3,0,2,1,0,15,16126.2,677.17
442,100443,1,74,3,3,0,1,2,0,10,45425.64,1250.77
443,100444,2,60,1,4,0,1,3,1,16,109139.97,2980.24
444,100445,1,78,3,3,0,1,2,0,14,86516.18,2213.06
445,100446,2,53,1,5,0,1,2,0,15,163807.45,2326.77
446,100447,1,26,4,2,0,1,2,0,9,60968.17,2242.73
447,100448,2,40,1,4,1,1,4,2,14,112674.41,1634.64
448,100449,1,31,1,2,0,2,1,0,7,37227.76,1193.29
449,100450,2,67,3,3,0,1,1,0,9,62213.13,794.23
450,100451,2,66,2,4,0,1,2,0,14,81087.89,2302.3
451,100452,1,49,1,2,0,1,5,0,14,147106.62,2226.51
452,100453,1,64,3,4,0,1,1,0,5,37103.3,1705.21
453,100454,2,77,3,2,0,1,2,0,13,35125.51,2034.83
454,100455,1,50,4,2,1,3,1,0,1,45978.54,550.97
455,100456,2,73,3,5,0,1,2,0,10,103982.4,3177.74
456,100457,1,52,4,2,0,1,3,1,3,71914.36,1759.73
457,100458,1,38,1,5,0,1,4,2,15,77726.27,2471.26
458,100459,1,55,3,3,0,1,1,0,11,46591.1,779.52
459,100460,2,62,3,4,0,2,2,1,15,35049.45,943.51
460,100461,1,52,1,3,0,2,2,1,11,45388.88,1662.71
461,100462,2,61,3,4,0,1,2,0,14,113626.89,1473.81
462,100463,2,90,3,3,0,1,2,0,13,96418.61,2779.41
463,100464,1,66,3,3,0,1,2,0,15,77671.23,2027.51
464,100465,2,83,3,2,0,1,2,0,10,40873.8,1286.43
465,100466,2,64,3,4,0,1,2,0,13,29761.63,1798.65
466,100467,1,59,1,2,0,1,1,0,12,66797.56,1117.94
467,100468,2,57,1,3,0,1,3,0,15,72053.52,2051.69
468,100469,1,55,1,2,0,2,1,0,2,41137.65,1219.44
469,100470,2,42,1,4,0,1,4,2,15,75244.25,1702.32
470,100471,2,70,3,4,0,1,2,0,15,55093.52,1835.18
471,100472,1,22,1,4,0,6,1,0,10,43608.96,624.37
472,100473,2,81,3,4,0,1,2,0,15,77439.45,2247.77
473,100474,2,35,4,3,0,2,1,0,1,15192.99,329.9
474,100475,2,73,3,4,0,1,2,0,15,96934.37,2924.88
475,100476,2,58,3,2,0,1,3,0,15,59350.27,2307.22
476,100477,2,59,3,2,0,1,1,0,6,75024.52,1441.66
477,100478,1,55,3,2,0,1,1,0,4,75028.31,2259.47
478,100479,2,75,2,4,0,1,2,0,16,93053.94,2161.73
479,100480,1,39,4,3,0,1,5,1,12,139674.75,2614.64
480,100481,1,53,2,3,0,1,3,0,13,117191.6,1501.2
481,100482,1,45,1,3,0,1,3,0,14,131720.61,3180.99
482,100483,1,34,3,2,0,1,5,3,12,143445.42,2176.21
483,100484,1,48,2,5,0,1,3,1,16,105469.55,2629.65
484,100485,2,67,3,3,0,2,2,0,7,28431.66,983.86
485,100486,1,29,1,3,0,1,1,0,14,12147.91,393.25
486,100487,2,56,1,5,0,1,4,2,15,199027.09,4540.54
487,100488,1,27,4,2,1,1,6,3,1,62663.17,884.73
488,100489,2,45,4,4,0,1,3,2,1,118078.6,2420.29
489,100490,2,47,1,5,0,1,3,1,16,101542.99,6605.33
490,100491,2,61,3,3,0,1,2,0,8,42201.37,1377.87
491,100492,2,60,3,4,0,1,2,0,14,84617.19,1212.63
492,100493,1,63,3,3,0,1,2,0,14,65145.56,2315.9
493,100494,1,43,1,3,0,2,2,0,10,38512.17,1267.39
494,100495,1,89,3,2,0,1,2,0,9,48954.23,803.9
495,100496,1,43,4,4,0,1,5,3,13,95085.38,1680.16
496,100497,1,47,1,3,0,1,3,0,12,106350.24,1654.8
497,100498,1,39,4,5,0,1,4,2,16,131910.68,3117.4
498,100499,1,51,1,3,0,1,1,0,12,90020.49,1704.59
499,100500,1,61,4,1,0,1,1,0,4,35302.01,1218.32
500,100501,1,71,3,3,0,1,4,1,15,50220.72,1687.42
501,100502,1,80,3,3,0,1,1,0,8,23931.9,277.65
502,100503,2,35,1,4,0,1,4,2,16,132567.34,864.93
503,100504,1,46,1,4,0,1,4,0,16,190748.26,3506.91
504,100505,2,63,2,3,0,1,2,0,8,93049.0,3231.78
505,100506,2,57,3,4,0,4,3,0,16,156165.05,1923.81
506,100507,1,66,3,5,0,4,1,0,12,24950.62,593.77
507,100508,1,30,4,3,0,1,5,3,13,54545.42,1243.76
508,100509,1,61,1,2,0,1,1,0,7,28290.8,879.67
509,100510,2,78,3,5,0,1,1,0,10,20554.38,719.51
510,100511,1,55,1,2,0,1,1,0,8,33730.96,1100.87
511,100512,1,58,3,5,0,1,1,0,7,99540.25,2543.39
512,100513,2,68,3,3,0,1,1,0,11,34966.01,1323.21
513,100514,1,69,3,2,0,1,2,0,13,336437.85,4908.75
514,100515,1,54,1,2,0,1,1,0,7,46596.02,775.45
515,100516,2,32,1,5,0,4,3,0,13,86000.98,2841.97
516,100517,2,44,3,3,0,1,3,0,10,89221.79,2312.53
517,100518,1,52,1,2,0,1,2,0,7,142968.64,2169.17
518,100519,2,41,4,3,0,1,4,2,6,80865.3,1103.11
519,100520,1,82,3,3,0,1,1,0,5,34437.99,1330.36
520,100521,2,36,1,5,0,2,1,0,15,55650.86,1686.25
521,100522,2,83,3,5,0,1,2,0,10,121991.95,1976.08
522,100523,1,57,2,4,0,1,2,0,12,84682.98,1859.1
523,100524,2,25,1,3,0,1,2,0,11,94719.89,1448.26
524,100525,1,53,1,4,0,2,2,1,13,74077.51,1673.24
525,100526,1,77,3,4,0,1,1,0,8,83289.26,2848.71
526,100527,1,52,4,4,1,1,2,0,11,51999.74,2049.17
527,100528,2,27,1,3,0,6,2,0,9,46320.8,1931.13
528,100529,1,24,4,4,0,1,2,0,14,15571.84,611.69
529,100530,1,60,3,3,0,1,2,0,14,58754.73,1667.9
530,100531,2,75,3,3,0,1,1,0,7,79404.22,1239.75
531,100532,2,67,3,2,0,1,3,0,9,125305.94,2181.22
532,100533,1,74,3,4,0,1,2,0,15,111218.5,3553.74
533,100534,1,70,1,2,0,1,2,0,14,97398.25,2413.35
534,100535,2,66,3,3,0,1,5,3,12,105553.11,2062.44
535,100536,2,52,4,2,0,1,2,0,8,34798.41,981.22
536,100537,1,40,1,2,0,2,2,0,7,57266.94,1914.56
537,100538,1,76,3,3,0,1,1,0,7,47642.97,1155.8
538,100539,2,21,1,4,0,1,3,0,14,75218.51,1486.68
539,100540,1,44,2,4,0,1,4,2,11,70479.09,1952.01
540,100541,1,72,3,3,0,1,1,0,4,84055.46,1206.13
541,100542,1,27,1,3,0,1,1,0,11,32918.19,1291.52
542,100543,1,54,4,2,0,3,2,0,5,85513.84,1089.62
543,100544,1,64,2,4,0,1,7,2,16,62930.84,1820.59
544,100545,1,49,1,2,0,2,3,1,6,75780.36,2179.52
545,100546,2,71,3,2,0,1,1,0,14,80879.89,2245.98
546,100547,2,44,1,2,0,1,3,2,16,92457.24,1343.05
547,100548,1,46,4,3,0,1,1,0,3,26897.9,899.26
548,100549,1,32,1,5,1,1,2,0,15,49758.04,2000.06
549,100550,1,48,4,2,0,2,4,2,8,65163.21,2007.29
550,100551,2,74,3,3,0,1,2,0,15,27745.1,902.18
551,100552,1,49,1,3,0,2,3,2,9,179425.58,4127.62
552,100553,1,32,1,3,0,1,6,4,16,208396.94,4770.77
553,100554,2,70,3,4,0,2,2,0,12,61734.42,1881.47
554,100555,1,40,4,5,0,6,3,1,16,42520.8,2356.55
555,100556,1,40,1,3,0,1,2,0,14,107437.67,2548.89
556,100557,2,55,1,5,0,1,2,0,15,121933.73,2202.88
557,100558,2,75,3,3,0,1,2,0,14,144424.16,2016.6
558,100559,2,25,1,4,0,4,2,0,16,28685.99,1314.93
559,100560,2,45,1,2,1,1,4,2,7,52058.36,1293.67
560,100561,1,34,1,4,0,1,2,0,16,60990.75,1575.49
561,100562,1,69,1,4,0,1,1,0,13,70446.34,1294.44
562,100563,1,31,1,5,0,1,2,0,16,105038.0,1926.8
563,100564,1,38,2,3,0,2,6,4,14,105482.49,2617.23
564,100565,2,55,1,4,0,4,4,1,16,42717.12,474.95
565,100566,1,44,1,2,1,1,5,1,11,41683.1,1334.83
566,100567,2,85,3,4,0,1,3,1,16,143520.2,3671.29
567,100568,1,55,4,2,0,1,2,0,12,61171.5,1689.2
568,100569,1,67,1,5,0,1,3,0,14,15712.11,1013.09
569,100570,1,45,1,3,0,1,4,1,12,85811.25,2150.56
570,100571,2,74,3,2,0,1,2,0,11,105379.29,1774.7
571,100572,1,43,1,3,0,1,4,2,14,70439.2,1945.99
572,100573,2,53,1,3,0,1,3,1,15,119417.94,3234.54
573,100574,1,86,3,2,0,1,1,0,11,70638.15,1292.51
574,100575,1,39,4,4,1,1,3,2,7,113084.67,1376.12
575,100576,1,45,4,4,0,1,4,1,16,62987.71,1161.04
576,100577,1,56,1,2,0,1,3,1,8,57952.29,2001.91
577,100578,2,38,1,4,0,1,1,0,9,46580.73,834.43
578,100579,2,79,3,2,0,1,2,0,11,125898.6,3355.31
579,100580,2,53,1,3,1,1,1,0,12,8126.53,235.91
580,100581,2,40,1,5,0,2,5,3,12,35837.48,829.02
581,100582,2,75,3,4,0,1,1,0,13,60362.83,1034.34
582,100583,1,39,1,5,0,1,3,1,15,64148.71,2002.05
583,100584,1,62,3,2,0,1,2,0,7,84365.5,1633.73
584,100585,1,23,1,3,0,2,2,1,9,40101.96,1577.1
585,100586,1,35,1,3,0,1,2,0,13,100192.39,3317.8
586,100587,2,60,1,3,0,1,2,0,13,96783.93,1250.24
587,100588,2,52,1,3,0,1,3,0,14,90115.58,2830.12
588,100589,1,55,1,5,0,1,1,0,16,67817.47,2200.08
589,100590,1,63,1,3,0,1,2,0,16,30859.81,1093.56
590,100591,1,69,3,3,0,1,1,0,12,46724.23,879.16
591,100592,2,45,1,5,0,4,2,0,16,49240.29,1581.63
592,100593,1,38,1,3,0,1,3,2,12,44615.77,780.71
593,100594,1,68,3,4,0,4,1,0,12,14205.51,1249.71
594,100595,2,38,1,4,0,1,1,0,14,20339.38,1083.24
595,100596,1,47,1,5,0,1,4,2,15,96825.17,4530.28
596,100597,2,38,1,5,0,1,4,2,16,13678.39,1342.14
597,100598,1,52,1,5,0,1,1,0,11,98826.5,1131.78
598,100599,2,27,1,4,0,1,3,0,13,57667.94,1480.19
599,100600,2,26,2,4,0,1,5,0,16,106100.87,1895.64
600,100601,1,40,2,4,0,1,5,2,16,55564.65,1659.03
601,100602,1,42,1,5,0,1,2,0,9,34641.57,1277.41
602,100603,2,26,4,5,1,1,4,1,12,55058.85,1624.82
603,100604,1,68,3,3,0,1,2,0,10,67641.11,1517.83
604,100605,1,87,3,4,1,3,1,0,2,23845.62,389.16
605,100606,2,29,1,3,0,1,4,2,13,50355.65,1369.98
606,100607,1,44,4,4,0,1,4,2,14,133475.41,1585.57
607,100608,2,65,1,4,0,1,2,0,15,53018.68,1545.76
608,100609,2,64,1,2,0,1,2,0,9,40020.77,1362.91
609,100610,2,29,1,3,0,1,3,1,12,99201.91,1816.33
610,100611,1,18,2,2,1,6,4,1,13,144899.34,1727.68
611,100612,2,76,3,2,0,1,2,0,13,114438.73,2375.96
612,100613,2,71,3,3,0,1,3,0,15,197464.74,3785.74
613,100614,2,62,2,2,0,1,2,0,12,97027.97,1831.71
614,100615,2,83,3,5,1,1,1,0,7,25492.86,828.95
615,100616,1,62,3,3,0,1,2,0,16,167785.28,3619.25
616,100617,2,44,1,5,0,1,5,3,16,98383.99,3199.13
617,100618,1,63,1,2,0,1,1,0,12,83251.02,2554.81
618,100619,1,53,1,5,0,1,4,1,16,85839.95,2164.63
619,100620,2,43,1,1,0,4,6,2,11,95412.41,2124.71
620,100621,2,62,1,5,0,1,7,2,12,125925.58,2310.38
621,100622,1,75,3,4,0,1,1,0,14,40710.71,1371.89
622,100623,1,62,1,3,0,1,2,0,14,39290.65,1868.65
623,100624,2,88,3,5,0,1,2,0,6,76042.06,2358.31
624,100625,1,62,3,3,0,1,2,0,2,32153.4,1199.25
625,100626,2,59,1,3,0,1,1,0,15,43655.74,972.72
626,100627,2,57,1,5,0,1,3,0,15,162296.04,3062.51
627,100628,1,86,3,2,0,1,2,0,11,142968.34,2492.68
628,100629,1,72,2,3,0,1,2,0,11,30304.97,898.66
629,100630,2,58,1,5,0,1,1,0,16,224722.23,7888.21
630,100631,1,52,4,3,0,1,3,1,5,131975.63,1919.79
631,100632,1,70,3,5,0,1,3,0,16,58432.78,1930.69
632,100633,1,70,3,3,0,1,2,0,4,119531.3,1880.75
633,100634,1,66,3,3,0,1,1,0,8,49075.82,1140.32
634,100635,1,66,2,4,0,2,2,0,14,295869.55,3680.83
635,100636,1,45,1,1,1,1,2,1,1,13905.48,453.85
636,100637,1,48,1,5,0,1,3,2,13,92471.22,2311.93
637,100638,1,65,3,4,0,1,2,0,13,49332.82,1314.96
638,100639,1,71,3,3,0,2,5,2,4,40771.62,1568.43
639,100640,1,56,1,4,0,4,2,0,14,39532.13,3260.09
640,100641,1,60,1,2,0,1,1,0,14,42415.73,1143.67
641,100642,2,31,1,4,0,1,4,2,13,73766.95,1098.7
642,100643,2,73,2,4,0,1,4,0,16,182872.41,3236.17
643,100644,1,70,3,4,0,2,2,0,12,110272.93,1892.7
644,100645,1,85,3,2,0,1,2,0,13,93260.31,2199.22
645,100646,1,23,1,4,1,1,1,0,8,13091.29,425.69
646,100647,1,52,1,2,0,1,2,0,11,55180.69,2086.47
647,100648,1,23,1,5,0,1,2,0,13,30576.83,1062.51
648,100649,1,65,3,3,0,1,2,0,15,106404.83,1809.31
649,100650,2,60,1,4,0,1,1,0,13,65212.92,1762.92
650,100651,2,52,4,2,0,1,2,0,11,61296.64,1835.4
651,100652,1,50,2,4,0,1,3,0,14,93199.17,1413.87
652,100653,2,24,1,3,0,1,1,0,15,36780.68,1012.78
653,100654,1,65,1,3,0,1,1,0,9,83922.43,1746.44
654,100655,2,44,1,5,1,1,1,0,10,41693.35,947.32
655,100656,1,64,1,3,0,1,2,0,14,58894.48,1915.4
656,100657,1,29,4,4,0,4,5,1,1,74676.0,1936.6
657,100658,2,80,3,3,0,1,1,0,4,55623.46,1823.68
658,100659,1,45,2,2,0,1,5,3,13,150544.81,3433.02
659,100660,1,40,1,4,0,1,4,2,16,86805.29,1765.88
660,100661,1,63,1,1,0,2,7,3,12,99273.02,2202.89
661,100662,1,39,1,3,0,1,7,4,12,89150.57,2482.03
662,100663,1,58,2,4,0,1,3,0,16,149700.55,4390.94
663,100664,1,75,3,3,0,1,2,0,11,84260.01,2055.89
664,100665,1,41,1,5,1,2,5,3,15,98611.64,2313.31
665,100666,1,61,3,3,1,1,3,0,13,66302.73,1681.21
666,100667,1,61,2,2,0,1,3,0,8,141924.96,3735.01
667,100668,2,51,1,3,0,1,2,0,13,131850.95,2543.47
668,100669,1,55,4,2,0,1,2,0,10,102981.58,1448.61
669,100670,1,69,3,2,0,1,2,0,13,84564.91,1731.77
670,100671,1,79,3,5,0,1,2,0,14,46689.3,786.33
671,100672,1,64,1,3,0,1,2,0,13,140610.97,2359.24
672,100673,1,61,1,2,0,1,1,0,12,50378.64,1074.02
673,100674,1,48,4,2,0,1,5,1,13,157196.83,2692.81
674,100675,2,73,3,4,0,1,2,0,15,105198.69,2625.53
675,100676,2,48,1,4,0,4,4,1,12,57641.29,1305.06
676,100677,1,58,2,2,0,2,1,0,6,28437.75,860.9
677,100678,1,66,1,5,0,1,1,0,14,37322.64,575.76
678,100679,2,81,3,3,0,1,1,0,11,36813.28,1237.27
679,100680,2,73,3,4,0,1,2,0,15,92779.1,2581.91
680,100681,1,67,3,5,0,1,1,0,13,40341.3,2081.42
681,100682,2,67,4,3,0,1,2,0,13,57119.87,1569.17
682,100683,1,39,4,4,0,1,4,2,16,117260.28,3039.65
683,100684,1,41,2,4,0,1,5,3,16,181095.43,3542.93
684,100685,1,32,4,2,0,2,4,2,5,63594.31,2438.99
685,100686,1,50,1,3,0,1,2,0,12,69166.1,2240.44
686,100687,1,54,3,3,0,1,2,0,11,18222.34,882.97
687,100688,1,77,3,2,1,1,2,0,7,72561.17,2736.16
688,100689,1,48,1,4,0,1,3,0,14,113131.21,3726.72
689,100690,2,55,1,4,0,2,3,0,15,196941.75,3416.43
690,100691,2,49,1,5,0,1,7,4,15,142750.15,2404.37
691,100692,2,45,1,4,0,1,4,2,15,99880.52,1482.08
692,100693,2,77,3,5,0,1,2,0,16,398699.67,8031.82
693,100694,2,75,3,5,0,1,2,0,15,211779.13,3179.61
694,100695,2,32,1,3,0,1,4,2,16,81468.39,2452.27
695,100696,1,70,2,2,0,1,3,0,11,154113.41,6229.3
696,100697,1,42,4,3,0,1,5,3,13,102982.01,1904.23
697,100698,1,54,3,4,0,1,2,0,16,148595.94,4768.45
698,100699,2,67,3,2,0,1,3,0,14,72072.22,2440.93
699,100700,2,56,1,5,0,1,3,0,16,111233.49,3788.06
700,100701,2,55,1,5,0,4,4,2,16,248182.99,4241.63
701,100702,2,47,1,5,0,1,4,2,15,212452.2,1819.66
702,100703,1,49,4,2,0,3,4,1,11,138651.39,3746.89
703,100704,2,54,2,2,0,1,4,2,16,118160.58,1531.71
704,100705,2,35,1,4,0,1,2,0,16,43216.34,1091.86
705,100706,2,65,3,4,0,1,2,0,15,149209.53,2112.7
706,100707,1,60,1,2,0,4,3,1,14,77687.79,2208.36
707,100708,1,25,4,2,0,2,4,3,1,101938.6,3144.19
708,100709,1,64,4,3,0,1,1,0,7,63628.28,1155.62
709,100710,2,49,1,4,0,1,1,0,12,138619.85,2484.49
710,100711,2,67,3,4,0,1,2,0,13,150806.6,2182.2
711,100712,1,59,3,5,0,1,3,0,14,111373.91,4368.88
712,100713,1,31,2,5,0,4,3,1,14,63481.14,1348.73
713,100714,1,72,3,5,0,2,1,0,13,32106.24,1382.39
714,100715,1,80,3,2,0,1,2,0,11,96309.99,1569.8
715,100716,2,59,3,3,0,1,2,0,15,94000.34,2472.5
716,100717,1,65,3,3,0,1,2,0,13,99080.39,2034.59
717,100718,2,81,3,4,0,1,2,0,14,103953.62,1836.97
718,100719,1,33,1,4,0,2,1,0,14,65824.74,2278.2
719,100720,2,32,1,2,0,1,4,2,16,117070.01,3226.29
720,100721,1,81,3,5,0,1,1,0,13,48077.39,1885.48
721,100722,2,90,3,2,0,1,1,0,6,44296.99,1632.07
722,100723,2,78,3,5,0,1,1,0,16,97734.79,2901.93
723,100724,2,53,1,5,0,1,2,0,16,90655.58,3424.17
724,100725,2,65,3,3,0,1,2,0,8,36143.47,1276.68
725,100726,2,57,1,5,0,1,2,0,15,121062.24,3162.16
726,100727,2,53,1,3,0,1,2,0,16,92240.97,3811.15
727,100728,1,64,4,4,0,4,2,0,10,126570.75,3161.97
728,100729,1,68,1,4,0,1,1,0,12,22478.52,876.7
729,100730,2,18,1,2,1,1,5,1,11,186854.95,2166.12
730,100731,1,59,1,5,0,1,3,1,16,303228.89,3174.88
731,100732,2,73,3,3,0,1,2,0,13,15261.51,306.14
732,100733,1,70,3,2,0,1,3,1,6,28786.65,1336.38
733,100734,1,38,1,5,0,1,2,0,16,117465.85,2778.77
734,100735,1,43,1,5,0,1,3,1,15,73150.97,1885.65
735,100736,2,57,1,3,0,1,4,1,14,121156.23,2040.95
736,100737,1,87,3,4,0,1,1,0,7,45224.12,542.87
737,100738,1,22,1,3,0,1,3,1,10,49786.85,1480.83
738,100739,2,35,1,4,0,1,6,4,12,85795.25,2071.65
739,100740,1,50,4,3,0,6,5,0,8,126384.04,5598.05
740,100741,2,72,3,5,0,1,2,0,16,107448.93,2040.75
741,100742,2,83,3,5,0,1,2,0,15,55627.51,1531.98
742,100743,2,42,1,3,0,1,2,0,13,115051.93,1536.64
743,100744,1,79,3,5,0,1,2,0,13,39703.05,2105.0
744,100745,2,53,1,3,0,1,2,1,14,72195.02,1721.78
745,100746,1,39,1,2,1,1,4,1,8,43078.46,1597.93
746,100747,1,54,1,3,0,1,4,3,13,136152.73,2685.51
747,100748,1,75,3,3,0,1,1,0,9,77098.91,2105.52
748,100749,1,39,1,5,1,1,3,0,16,54077.12,1527.76
749,100750,2,67,3,4,0,1,2,0,13,67016.02,1907.89
750,100751,2,73,3,3,0,2,2,0,13,63307.46,1736.8
751,100752,2,58,4,5,0,4,5,0,15,212132.88,3845.0
752,100753,2,36,1,5,0,1,2,0,15,24593.96,872.14
753,100754,1,24,1,4,0,6,4,0,13,64700.44,2063.4
754,100755,2,71,3,3,0,2,2,0,6,21413.16,733.04
755,100756,1,31,4,3,1,1,3,1,16,259896.62,3270.8
756,100757,1,40,1,5,1,1,2,0,15,120710.13,1925.17
757,100758,1,58,2,5,0,1,4,1,13,137035.84,2440.67
758,100759,1,60,3,3,0,1,2,0,11,65649.17,2050.44
759,100760,1,42,1,3,0,1,4,1,14,103628.97,2017.79
760,100761,2,65,1,5,0,1,3,0,16,107236.5,2015.0
761,100762,1,82,3,2,0,1,1,0,7,102174.9,1037.77
762,100763,1,29,1,2,0,6,3,1,11,57326.67,1157.82
763,100764,1,30,1,5,0,1,2,0,12,18377.35,774.09
764,100765,2,41,1,3,1,1,6,3,14,164569.79,5376.02
765,100766,1,21,4,2,1,1,4,2,9,90649.63,1058.15
766,100767,1,90,3,5,0,1,1,0,12,21317.23,662.74
767,100768,1,65,3,2,0,1,2,0,8,83960.82,2320.85
768,100769,2,86,3,2,0,1,2,0,8,88319.68,1367.76
769,100770,2,72,3,2,0,1,2,0,9,159878.15,1967.46
770,100771,1,78,3,4,0,1,2,0,14,46469.04,2792.77
771,100772,2,87,3,2,0,1,1,0,11,13806.04,580.22
772,100773,2,42,1,4,0,1,4,2,15,118076.97,2489.86
773,100774,2,51,4,3,0,1,2,0,13,67781.98,1619.77
774,100775,2,75,3,5,0,1,2,0,16,138373.46,3190.69
775,100776,2,56,1,3,0,1,1,0,11,110590.14,2762.1
776,100777,1,61,1,3,0,1,2,0,13,85979.16,1645.62
777,100778,2,80,3,3,0,1,2,0,12,127318.74,1868.86
778,100779,2,43,1,3,0,1,6,2,14,121683.63,2010.5
779,100780,1,72,3,2,0,1,1,0,2,72518.35,2769.3
780,100781,1,34,2,5,0,1,3,1,11,48494.55,1387.77
781,100782,2,28,1,3,0,1,1,0,13,11154.84,991.75
782,100783,1,52,1,4,0,1,1,0,14,34295.49,1118.64
783,100784,1,32,1,4,0,1,2,0,14,47817.22,1776.61
784,100785,2,40,1,4,1,1,6,4,15,165097.62,2286.77
785,100786,1,72,3,2,0,1,1,0,8,116482.18,1993.27
786,100787,2,79,3,3,0,1,2,0,10,187479.17,4583.22
787,100788,2,60,3,3,0,2,6,3,9,157713.04,3425.57
788,100789,1,58,1,2,0,1,2,0,12,131778.28,2616.12
789,100790,2,27,2,4,0,1,1,0,3,65180.14,992.45
790,100791,2,67,3,3,0,1,2,0,13,101298.34,1891.21
791,100792,2,66,4,2,0,1,1,0,3,41060.08,1264.02
792,100793,1,47,4,3,0,1,3,1,16,113594.2,4111.52
793,100794,2,58,3,3,0,1,3,0,14,96383.71,2261.66
794,100795,1,69,3,3,0,1,2,0,8,74287.56,2663.37
795,100796,1,56,2,4,0,1,3,1,15,223155.0,3589.22
796,100797,1,66,3,3,0,1,1,0,1,75871.34,2191.38
797,100798,1,42,1,3,0,1,4,2,12,126794.04,3098.97
798,100799,2,23,1,4,0,1,2,0,15,52212.77,1628.08
799,100800,2,50,1,4,0,1,5,0,14,54144.81,1709.3
800,100801,2,55,4,4,0,1,1,0,1,37015.09,1280.52
801,100802,2,22,2,3,1,1,1,0,3,49381.32,835.93
802,100803,1,72,3,3,0,1,2,0,13,39158.51,1088.67
803,100804,1,61,4,2,0,1,1,0,1,36518.69,723.86
804,100805,2,52,1,4,1,1,5,2,12,98011.26,1653.47
805,100806,2,84,3,5,0,1,1,0,15,55644.21,2025.67
806,100807,1,51,1,2,0,1,2,0,14,18119.5,803.78
807,100808,1,54,4,4,0,1,2,0,14,90657.01,1425.78
808,100809,1,59,1,5,0,1,2,0,14,78769.47,2071.08
809,100810,2,25,1,3,0,1,1,0,9,38590.27,2401.41
810,100811,2,39,1,4,0,1,5,1,16,113866.05,3060.51
811,100812,2,49,1,3,0,1,1,0,14,32878.83,1190.97
812,100813,2,65,1,3,0,1,2,0,15,106157.72,1203.62
813,100814,2,69,3,3,0,1,2,0,13,77609.9,2634.91
814,100815,2,67,1,2,0,2,1,0,9,58837.3,3149.38
815,100816,2,40,1,4,0,1,2,0,13,136909.29,2162.86
816,100817,1,47,1,3,1,1,2,0,12,43281.29,986.8
817,100818,1,54,1,3,0,1,3,1,13,89769.23,1745.81
818,100819,2,38,1,4,0,1,3,1,15,73173.39,3035.85
819,100820,1,83,3,5,0,1,1,0,13,49644.75,1497.36
820,100821,1,53,2,5,0,1,3,1,15,133925.77,2503.11
821,100822,1,30,1,4,0,1,3,1,15,62290.19,2020.72
822,100823,1,73,3,5,0,1,1,0,13,65066.12,1263.42
823,100824,1,30,1,4,0,1,3,1,15,51682.22,1642.18
824,100825,1,50,1,5,0,1,4,0,14,104546.73,2142.53
825,100826,2,70,3,3,0,1,2,0,14,55925.92,1818.53
826,100827,1,50,4,3,0,1,2,0,4,49237.64,1584.83
827,100828,2,86,3,4,0,1,2,0,13,82567.85,1716.44
828,100829,1,62,4,5,0,1,2,0,15,51764.48,649.5
829,100830,1,34,4,4,0,1,2,1,4,40142.73,1531.6
830,100831,2,49,2,1,0,1,2,0,10,43047.57,1622.46
831,100832,1,21,2,3,0,1,4,0,7,49669.43,2171.14
832,100833,1,61,1,5,0,1,2,0,15,83574.19,2373.94
833,100834,1,45,1,2,0,1,4,1,10,60471.25,2506.96
834,100835,1,25,1,5,0,1,2,0,15,92009.61,2254.02
835,100836,1,40,4,5,0,1,5,3,14,111571.02,2994.98
836,100837,1,25,1,5,0,1,2,0,15,41237.34,2852.04
837,100838,2,41,1,5,0,1,5,3,15,119826.25,3652.32
838,100839,1,67,3,4,0,1,5,2,10,79000.93,4249.24
839,100840,2,66,3,5,0,1,1,0,11,48310.57,1855.79
840,100841,2,49,1,3,0,1,2,0,11,33434.59,1017.51
841,100842,1,57,1,5,0,1,1,0,16,227673.04,4642.77
842,100843,1,35,1,5,0,1,2,0,14,37478.75,1254.76
